first_name,last_name,start_date,exit_date,title,supervisor,ad_email,business_unit,employee_status,employee_type,pay_zone,employee_classification_type,termination_type,termination_description,department_type,division,state,job_function_description,gender_code,location_code,race_desc,marital_desc,performance_score,current_employee_rating,employee_id,survey_date,engagement_score,satisfaction_score,worklife_balance_score,training_date,training_program_name,training_type,training_outcome,location,trainer,training_durationdays,training_cost
Eugene,Marks,2019-10-01,,Area Sales Manager,Angela Morris,eugene.marks@bilearner.com,BPC,Active,Full-Time,Zone C,Temporary,Unk,,Sales,Splicing,TX,Electrician,Male,49914,White,Married,Fully Meets,1,3502,,5,3,5,2023-01-03,Customer Service,External,Incomplete,East Karlton,Bryan Kennedy PhD,3,427.12
Geovanni,Pugh,2022-01-20,,Area Sales Manager,Erica Franklin,geovanni.pugh@bilearner.com,CCDR,Active,Part-Time,Zone A,Temporary,Unk,,Sales,Project Management - Con,CO,Manager,Male,71319,Other,Single,Fully Meets,4,3503,,5,2,3,2023-02-20,Technical Skills,Internal,Completed,East Brandonview,Lisa Shelton,4,996.35
Javon,Kelley,2021-10-10,,Area Sales Manager,Gabriela Orr,javon.kelley@bilearner.com,SVG,Active,Full-Time,Zone B,Part-Time,Unk,,Sales,General - Con,CO,Laborer,Male,27992,Hispanic,Married,Fully Meets,2,3504,,3,4,3,2023-06-02,Communication Skills,Internal,Completed,Brittneyside,Linda Pena,5,963.23
Amaya,Hicks,2020-08-29,,Area Sales Manager,Michael Wilkins,amaya.hicks@bilearner.com,EW,Active,Contract,Zone B,Temporary,Unk,,Sales,Field Operations,IN,Groundman,Male,72324,Hispanic,Widowed,Fully Meets,1,3505,,4,3,2,2022-09-13,Leadership Development,Internal,Failed,West Jamesburgh,Sophia Roberts,5,260.97
Laila,Woodard,2019-08-27,2023-05-10,Area Sales Manager,Jordan Vega,laila.woodard@bilearner.com,MSC,Active,Full-Time,Zone B,Temporary,Voluntary,Fund nor half early miss follow.,Sales,Field Operations,IN,Technician,Male,38740,Other,Married,Fully Meets,2,3506,,2,2,3,2023-05-21,Leadership Development,Internal,Completed,Deleonport,Jonathan Peterson,1,781.81
Ivan,Huff,2021-02-25,2023-04-07,Area Sales Manager,John Miller,ivan.huff@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,Retirement,Line later deal stand sometimes too mind.,Sales,Project Management - Con,CA,Manager,Male,9437,White,Single,Fully Meets,4,3507,,2,5,2,2023-05-25,Project Management,Internal,Passed,Loriberg,Michael Copeland,4,651.77
Aidan,Harding,2021-07-13,,Area Sales Manager,Trevor Adkins,aidan.harding@bilearner.com,CCDR,Active,Full-Time,Zone B,Part-Time,Unk,,Sales,Aerial,OR,Laborer,Male,9385,Asian,Single,Fully Meets,5,3508,,1,5,4,2023-04-04,Communication Skills,External,Completed,South Michael,Ashley Contreras,1,568.22
Cruz,Boyer,2021-04-14,,Area Sales Manager,Marcus Hunt,cruz.boyer@bilearner.com,BPC,Active,Part-Time,Zone C,Full-Time,Unk,,Sales,General - Sga,KY,Project Controls,Female,75993,Black,Married,Fully Meets,2,3509,,4,5,2,2023-03-04,Leadership Development,External,Completed,Diamondchester,William Smith,4,612.1
Raven,Koch,2020-02-10,,Area Sales Manager,Jennifer King,raven.koch@bilearner.com,PYZ,Active,Part-Time,Zone A,Full-Time,Unk,,Sales,General - Con,KY,Laborer,Female,65329,Hispanic,Married,Fully Meets,2,3510,,2,4,3,2022-10-27,Technical Skills,External,Completed,Stevensside,Donna Diaz,4,473.23
Karli,Barker,2021-08-17,2021-12-31,Area Sales Manager,Shawn Dudley,karli.barker@bilearner.com,WBL,Active,Part-Time,Zone B,Full-Time,Resignation,Tell paper every.,Sales,Finance & Accounting,KY,Director,Female,41111,Asian,Divorced,Fully Meets,4,3511,,5,4,5,2023-04-07,Technical Skills,Internal,Completed,Anthonyville,Juan Peck,3,344.44
Tyrone,Sosa,2023-04-17,2023-06-22,Area Sales Manager,Lindsay Chang,tyrone.sosa@bilearner.com,NEL,Future Start,Contract,Zone C,Temporary,Voluntary,Why sport must page bad.,Sales,Yard (Material Handling),TX,Coordinator,Female,58860,Black,Single,Fully Meets,2,3512,,5,1,3,2022-11-25,Communication Skills,Internal,Failed,Bryantport,Sharon Miller,2,206.44
Damaris,Cisneros,2022-09-02,2023-05-24,Area Sales Manager,Sharon Ruiz,damaris.cisneros@bilearner.com,PL,Future Start,Contract,Zone C,Temporary,Involuntary,Something sense information final building.,Sales,General - Con,TX,Laborer,Male,93051,Other,Married,Fully Meets,5,3513,,4,1,3,2023-06-03,Communication Skills,External,Completed,East Adam,Katie Harrington,1,599.0
Alexus,Estes,2020-04-15,,Area Sales Manager,April Randolph,alexus.estes@bilearner.com,BPC,Active,Full-Time,Zone B,Part-Time,Unk,,Sales,Wireline Construction,TX,Manager,Male,17419,Asian,Married,Fully Meets,1,3514,,2,1,1,2023-02-21,Leadership Development,Internal,Incomplete,West Adam,Jimmy Lucero,3,975.46
Kinsley,Flowers,2022-03-09,2022-12-10,Area Sales Manager,Mary Reilly,kinsley.flowers@bilearner.com,CCDR,Future Start,Part-Time,Zone A,Part-Time,Retirement,School see rest firm I.,Sales,Finance & Accounting,CO,Controller,Male,59593,White,Single,Fully Meets,4,3515,,3,5,5,2023-02-04,Customer Service,Internal,Completed,West Keith,Elizabeth Cook,1,143.96
Deborah,Love,2022-04-07,2023-01-22,Area Sales Manager,Eric Goodman,deborah.love@bilearner.com,SVG,Active,Contract,Zone B,Part-Time,Retirement,Source doctor rock group this.,Sales,Project Management - Con,CO,Coordinator,Male,96350,Asian,Divorced,Fully Meets,5,3516,,2,3,5,2023-06-22,Technical Skills,Internal,Incomplete,Lake Stephen,Gregory Kramer,1,570.42
Milagros,Francis,2020-02-19,,Area Sales Manager,Caleb Schneider,milagros.francis@bilearner.com,EW,Active,Part-Time,Zone A,Part-Time,Unk,,Sales,Splicing,IN,Splicer,Male,44469,Hispanic,Widowed,Fully Meets,4,3517,,4,1,1,2022-09-17,Technical Skills,Internal,Failed,Hillberg,Mr. Frederick Fuentes,3,391.31
Roberto,Michael,2021-04-10,2022-07-04,Area Sales Manager,Cheryl Henry,roberto.michael@bilearner.com,MSC,Active,Contract,Zone B,Part-Time,Involuntary,Little imagine career he produce program.,Sales,General - Eng,CA,Coordinator,Female,13249,Hispanic,Married,Fully Meets,2,3518,,4,2,5,2023-06-27,Customer Service,Internal,Completed,Port Vanessafort,Michael Parker,3,826.58
Elaine,Ewing,2021-12-19,2022-03-02,Area Sales Manager,Dan Hernandez,elaine.ewing@bilearner.com,TNS,Active,Part-Time,Zone C,Temporary,Resignation,Your very trip successful memory to while out.,Sales,Aerial,CA,Groundman,Male,17123,Hispanic,Widowed,Fully Meets,2,3519,,1,3,4,2022-12-11,Leadership Development,External,Incomplete,Deborahshire,Patrick Reeves,4,930.69
Caiden,Munoz,2020-12-13,2023-01-13,Area Sales Manager,Teresa Daniel,caiden.munoz@bilearner.com,TNS,Active,Full-Time,Zone C,Temporary,Involuntary,Red some option.,Sales,Project Management - Con,ND,Manager,Female,18983,Black,Divorced,Fully Meets,1,3520,,5,1,1,2022-09-11,Customer Service,External,Incomplete,North Anthonybury,Robin Sims,1,607.93
Jocelyn,Bradford,2019-02-26,,Area Sales Manager,Melissa Decker,jocelyn.bradford@bilearner.com,WBL,Active,Contract,Zone C,Part-Time,Unk,,Sales,General - Con,KY,Electrician,Female,51795,Asian,Divorced,Fully Meets,4,3521,,1,3,3,2023-02-28,Communication Skills,Internal,Incomplete,West Travis,Lindsay Matthews,5,723.5
Marques,Armstrong,2020-03-02,,Area Sales Manager,Michael Nguyen,marques.armstrong@bilearner.com,BPC,Active,Full-Time,Zone C,Part-Time,Unk,,Sales,Splicing,KY,Splicer,Female,34369,Other,Single,Fully Meets,1,3522,,1,5,4,2023-05-05,Communication Skills,External,Completed,Gonzalesberg,Joe Gonzalez,5,394.04
Rohan,Chapman,2021-06-25,2022-08-25,Area Sales Manager,Tony Mcconnell,rohan.chapman@bilearner.com,CCDR,Active,Full-Time,Zone A,Temporary,Resignation,Theory grow future week house.,Sales,General - Con,KY,Laborer,Female,23092,Other,Single,Fully Meets,2,3523,,3,2,3,2023-07-10,Leadership Development,External,Incomplete,South William,Felicia Berg,2,451.18
Emmanuel,Franklin,2021-07-26,2022-05-04,Area Sales Manager,Adam Gibson,emmanuel.franklin@bilearner.com,EW,Future Start,Contract,Zone B,Full-Time,Resignation,Inside week also so.,Sales,Field Operations,TX,Laborer,Male,6074,Asian,Divorced,Fully Meets,2,3524,,3,2,4,2023-01-02,Communication Skills,Internal,Completed,Wilsonmouth,Jessica Vazquez,5,124.65
Clayton,Mccormick,2022-07-03,2023-01-10,Area Sales Manager,Stephanie Duke,clayton.mccormick@bilearner.com,MSC,Future Start,Contract,Zone B,Temporary,Retirement,Surface vote old picture.,Sales,General - Con,TX,Foreman,Male,72264,Hispanic,Single,Fully Meets,2,3525,,1,2,1,2022-10-09,Leadership Development,External,Incomplete,East Michaelburgh,Tara Christensen,4,237.75
Darius,Krause,2022-09-15,,Area Sales Manager,Paige Flores MD,darius.krause@bilearner.com,NEL,Active,Full-Time,Zone B,Full-Time,Unk,,Sales,General - Con,TX,Foreman,Male,28282,White,Widowed,Fully Meets,4,3526,,1,5,3,2022-10-15,Customer Service,Internal,Passed,Thompsonton,Denise Wilkerson,2,360.5
Ahmed,Hawkins,2020-05-01,2021-02-25,Area Sales Manager,Hannah Snyder,ahmed.hawkins@bilearner.com,PL,Active,Full-Time,Zone B,Temporary,Retirement,Especially thing recognize year fine shoulder.,Sales,Aerial,CO,Lineman,Male,46645,Black,Married,Fully Meets,1,3527,,1,3,2,2023-01-06,Project Management,Internal,Failed,Berryland,Scott Richardson,4,396.28
Kymani,Benjamin,2022-10-13,,Area Sales Manager,William Ayala,kymani.benjamin@bilearner.com,PYZ,Active,Full-Time,Zone C,Part-Time,Unk,,Sales,Finance & Accounting,CO,Accounting,Male,10790,Hispanic,Widowed,Fully Meets,2,3528,,5,2,2,2023-03-02,Technical Skills,External,Passed,Port Williamville,Joseph Phillips,1,465.96
Callum,Mcdaniel,2020-01-03,2020-08-24,Area Sales Manager,Samuel Moore,callum.mcdaniel@bilearner.com,SVG,Active,Part-Time,Zone C,Full-Time,Voluntary,Camera spring color about energy provide claim.,Sales,Field Operations,IN,Top Hand,Male,67282,Hispanic,Single,Fully Meets,2,3529,,2,3,4,2022-09-04,Project Management,Internal,Incomplete,South Andretown,Julie Hoffman,1,515.56
Zariah,Black,2019-11-13,,Area Sales Manager,Jenna Weaver,zariah.black@bilearner.com,TNS,Active,Full-Time,Zone B,Part-Time,Unk,,Sales,Field Operations,CA,Tower Hand,Female,62321,Black,Widowed,Fully Meets,2,3530,,1,2,5,2023-01-18,Customer Service,External,Passed,Emilyside,Christopher Gonzalez,2,496.85
Ronnie,Mayer,2023-06-17,,Area Sales Manager,Dylan Blake,ronnie.mayer@bilearner.com,WBL,Active,Full-Time,Zone C,Full-Time,Unk,,Sales,Project Management - Con,CA,Project Manager,Male,18409,Black,Divorced,Fully Meets,1,3531,,2,4,4,2022-11-30,Leadership Development,External,Completed,Dannybury,Kristen Harris,3,629.46
Marlon,Ford,2021-10-14,,Area Sales Manager,Monique Anderson,marlon.ford@bilearner.com,EW,Active,Part-Time,Zone B,Full-Time,Unk,,IT/IS,Wireless,OR,Technician,Female,40306,Black,Widowed,Fully Meets,1,3532,,2,2,5,2023-05-02,Technical Skills,Internal,Failed,Michaelhaven,Scott Anderson,2,771.61
Slade,Griffith,2021-06-01,2023-07-16,Area Sales Manager,Kelsey Gibson,slade.griffith@bilearner.com,MSC,Active,Contract,Zone B,Full-Time,Voluntary,Pass language out side age evidence.,Sales,General - Sga,ND,Administrator,Male,65183,White,Married,Fully Meets,2,3533,,2,5,2,2023-05-11,Leadership Development,Internal,Completed,North Janet,Jamie Dougherty,4,418.4
Lee,Frye,2018-09-14,,Area Sales Manager,Sonia Diaz,lee.frye@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,Unk,,Sales,Engineers,KY,Engineer,Female,97002,Asian,Single,Fully Meets,4,3534,,4,3,2,2023-05-21,Customer Service,Internal,Completed,Jacksonbury,Kathleen Bailey,3,900.96
Veronica,Rowe,2018-12-11,2022-06-02,Area Sales Manager,Brian Morton,veronica.rowe@bilearner.com,PYZ,Active,Full-Time,Zone A,Temporary,Retirement,Popular west moment natural step activity.,Sales,Fielders,KY,Engineer,Female,29811,Black,Single,Fully Meets,4,3535,,1,5,1,2023-06-25,Technical Skills,External,Incomplete,Derrickview,Katherine Valentine,1,936.96
Aylin,Berg,2022-08-06,,Area Sales Manager,Thomas Holmes,aylin.berg@bilearner.com,WBL,Active,Contract,Zone C,Temporary,Unk,,Sales,General - Sga,GA,Administrative,Female,89169,Black,Single,Fully Meets,2,3536,,1,2,4,2022-11-23,Leadership Development,External,Passed,New Jamesstad,Marissa Dean,5,269.03
Neveah,Rowe,2022-05-28,2023-02-24,Area Sales Manager,Dawn Perez,neveah.rowe@bilearner.com,NEL,Future Start,Contract,Zone C,Part-Time,Retirement,Manager lead both sing.,Sales,Field Operations,TX,Foreman,Male,63882,Hispanic,Married,Fully Meets,2,3537,,4,2,5,2023-02-06,Leadership Development,Internal,Completed,Griffintown,Janice Leblanc,4,853.77
Keith,Baxter,2019-06-16,2022-03-05,Area Sales Manager,Diane Parker,keith.baxter@bilearner.com,PL,Future Start,Part-Time,Zone C,Part-Time,Resignation,And after why station much cell low.,Sales,Fielders,TX,Engineer,Male,62328,Asian,Widowed,Fully Meets,2,3538,,1,5,4,2022-10-06,Technical Skills,Internal,Failed,East Crystal,Joshua Mcguire,4,141.07
Chaz,Bruce,2019-12-08,,Area Sales Manager,John Johnson,chaz.bruce@bilearner.com,BPC,Active,Full-Time,Zone C,Temporary,Unk,,Sales,General - Con,CO,Foreman,Male,74448,Hispanic,Single,Fully Meets,5,3539,,3,3,4,2023-03-17,Project Management,External,Failed,Brandtchester,Justin Adams,4,234.77
Maya,Mccann,2020-03-12,2022-10-09,Area Sales Manager,Dakota Robinson,maya.mccann@bilearner.com,CCDR,Active,Full-Time,Zone B,Part-Time,Retirement,American rule surface very figure.,Sales,Splicing,CO,Supervisor,Male,18721,White,Widowed,Exceeds,4,3540,,2,2,3,2022-10-26,Communication Skills,External,Incomplete,West Josephmouth,Kristin Rodriguez,2,903.46
Aaron,Weber,2020-04-06,2023-07-24,Area Sales Manager,Melanie Garcia,aaron.weber@bilearner.com,SVG,Active,Full-Time,Zone B,Full-Time,Involuntary,Read stand western white article campaign dog.,Sales,Field Operations,IN,Technician,Male,78938,Black,Married,Exceeds,2,3541,,1,3,3,2023-05-22,Customer Service,External,Passed,East Timothy,Ronald Butler,4,380.3
Ellie,Gill,2023-04-15,,Area Sales Manager,Amanda Knight,ellie.gill@bilearner.com,EW,Active,Contract,Zone A,Temporary,Unk,,Sales,Field Operations,IN,Manager,Male,45456,White,Married,Needs Improvement,1,3542,,2,3,4,2022-08-22,Project Management,Internal,Failed,New Tyler,Jessica Lopez,4,511.42
Rayne,Kerr,2020-11-10,,Area Sales Manager,Kimberly Cardenas,rayne.kerr@bilearner.com,MSC,Active,Part-Time,Zone A,Temporary,Unk,,Sales,General - Con,CA,Laborer,Female,45509,Black,Single,Fully Meets,2,3543,,4,5,5,2023-05-21,Communication Skills,External,Passed,Charlesville,Brett Turner IV,4,171.03
Samara,Mcbride,2023-06-29,2023-07-09,Area Sales Manager,Laura Salinas,samara.mcbride@bilearner.com,TNS,Active,Contract,Zone A,Temporary,Retirement,Political likely land country.,Sales,Aerial,CA,Foreman,Male,13902,Asian,Single,Fully Meets,2,3544,,3,5,3,2023-05-02,Leadership Development,External,Passed,Rayborough,Mrs. Nicole Simon,3,842.93
Ryann,Rubio,2022-03-07,,Area Sales Manager,Andres Jones,ryann.rubio@bilearner.com,EW,Active,Full-Time,Zone C,Temporary,Unk,,IT/IS,Field Operations,OR,Locator,Female,9733,Black,Widowed,Fully Meets,1,3545,,2,5,2,2023-05-04,Customer Service,External,Incomplete,Lopezbury,Monica Jimenez,5,581.12
Paris,Carr,2021-07-31,2023-01-27,Area Sales Manager,Jeffrey Huffman,paris.carr@bilearner.com,CCDR,Active,Full-Time,Zone B,Part-Time,Voluntary,Baby million million soldier.,Sales,General - Con,ND,Foreman,Male,35786,Hispanic,Widowed,Exceeds,1,3546,,2,5,5,2022-11-21,Project Management,External,Passed,New Faith,Stephanie Horton,4,426.45
Adriel,Wiggins,2022-01-20,,Area Sales Manager,Sara Edwards,adriel.wiggins@bilearner.com,BPC,Active,Contract,Zone B,Full-Time,Unk,,Sales,Project Management - Eng,KY,Supervisor,Female,1919,Other,Married,Needs Improvement,2,3547,,2,4,2,2023-04-24,Technical Skills,External,Failed,Port Robertbury,Timothy Black,4,805.05
Sanaa,Glass,2021-07-11,2022-10-10,Area Sales Manager,Stephen Garcia,sanaa.glass@bilearner.com,WBL,Active,Part-Time,Zone A,Full-Time,Resignation,Bit reveal forget the.,Sales,General - Con,KY,Technician,Female,40135,White,Single,Fully Meets,1,3548,,5,5,3,2022-08-16,Leadership Development,External,Passed,Lake Tinamouth,Corey Hernandez,3,368.8
Ryan,Lynch,2018-10-15,2020-10-18,Area Sales Manager,Tracy Castro MD,ryan.lynch@bilearner.com,TNS,Active,Full-Time,Zone C,Full-Time,Retirement,Fact southern recognize themselves type mean.,Sales,Field Operations,GA,Technician,Female,72975,Black,Divorced,Fully Meets,2,3549,,1,4,1,2022-11-02,Communication Skills,External,Failed,Claudiashire,John Gutierrez DDS,5,788.67
Charlie,Atkinson,2021-11-26,2022-10-14,Area Sales Manager,Jennifer Hicks,charlie.atkinson@bilearner.com,SVG,Future Start,Part-Time,Zone C,Temporary,Resignation,Will person decade Republican.,Sales,Wireline Construction,TX,Billing,Male,57754,White,Divorced,Fully Meets,1,3550,,3,5,4,2023-04-09,Project Management,Internal,Completed,New Bonnie,Lisa Gibbs,4,363.11
Emery,Roach,2018-08-11,,Area Sales Manager,Victoria Bailey,emery.roach@bilearner.com,PYZ,Active,Part-Time,Zone C,Part-Time,Unk,,Sales,Engineers,TX,Engineer,Male,81142,Black,Married,Needs Improvement,4,3551,,4,4,3,2022-10-27,Communication Skills,External,Incomplete,Danielfort,Jesus Daniel,1,570.13
Harper,Ramos,2020-02-16,2020-06-03,Area Sales Manager,Maria Chan,harper.ramos@bilearner.com,PL,Active,Full-Time,Zone B,Full-Time,Retirement,Stand possible truth bank on meet daughter.,Sales,Field Operations,CO,Foreman,Male,28714,White,Single,Needs Improvement,1,3552,,3,4,2,2022-11-26,Leadership Development,External,Failed,Charlottebury,John Miller,4,480.87
Khalil,Mendez,2020-01-20,,Area Sales Manager,Regina Martinez,khalil.mendez@bilearner.com,NEL,Active,Contract,Zone C,Temporary,Unk,,Sales,Field Operations,CO,Foreman,Male,50379,Black,Divorced,Fully Meets,4,3553,,4,2,4,2022-12-11,Project Management,Internal,Incomplete,West David,Christopher Curtis,5,689.48
Lizeth,Holland,2019-03-31,,Area Sales Manager,Tonya Martin,lizeth.holland@bilearner.com,MSC,Active,Part-Time,Zone C,Temporary,Unk,,Sales,People Services,IN,Cpo,Male,78385,Asian,Widowed,Fully Meets,1,3554,,2,1,2,2023-06-05,Project Management,Internal,Completed,Carsonmouth,Collin Santiago,4,283.33
Matilda,Randall,2023-01-06,2023-05-07,Area Sales Manager,Daniel Wolf,matilda.randall@bilearner.com,EW,Active,Full-Time,Zone C,Temporary,Resignation,Choose list of all nor stock.,Sales,General - Eng,IN,Drafter,Female,48104,Hispanic,Widowed,Fully Meets,4,3555,,2,5,1,2023-03-04,Leadership Development,External,Passed,Nashview,Darlene Vega,4,566.12
Damien,Howe,2019-07-18,2020-01-15,Area Sales Manager,Sarah Petersen,damien.howe@bilearner.com,CCDR,Active,Full-Time,Zone B,Temporary,Retirement,Community material much behind.,Sales,Wireline Construction,CA,Vp,Male,86009,White,Single,Exceeds,2,3556,,2,2,3,2023-02-11,Customer Service,Internal,Incomplete,Christinastad,Mandy Morrison,1,513.92
Nicholas,Obrien,2019-02-13,,Area Sales Manager,Victoria Christian DDS,nicholas.obrien@bilearner.com,BPC,Active,Part-Time,Zone C,Temporary,Unk,,Sales,Field Operations,MA,Operator,Male,68837,Other,Single,Fully Meets,2,3557,,4,5,2,2023-02-04,Project Management,External,Failed,East Cherylmouth,Melissa Oliver,1,210.38
Mildred,Gentry,2018-12-30,,Production Technician I,Erin Moore,mildred.gentry@bilearner.com,MSC,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Yard (Material Handling),MA,Manager,Female,2145,Black,Single,Fully Meets,1,3558,,2,5,3,2023-07-18,Technical Skills,Internal,Completed,Lake Markberg,Cassandra Bell,1,941.54
Wilson K,Adinolfi,2019-11-06,2020-09-06,Production Technician I,Andrea Gutierrez,wilson k.adinolfi@bilearner.com,NEL,Active,Part-Time,Zone C,Full-Time,Retirement,Age approach seek person across yes care.,Production       ,Field Operations,MA,Assistant,Male,1960,White,Single,Fully Meets,2,3559,,3,2,1,2022-11-30,Project Management,External,Failed,West Michelletown,John Allen,2,959.81
Joanne,Handschiegl,2022-06-01,,Production Technician I,Wanda Ross DDS,joanne.handschiegl@bilearner.com,MSC,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Field Operations,MA,Technician,Female,2127,Asian,Divorced,Exceeds,4,3560,,2,4,5,2023-05-22,Technical Skills,External,Passed,East Jenna,Rebecca Welch,1,738.92
Dianna,Blount,2023-03-28,,Production Technician II,Steven King,dianna.blount@bilearner.com,BPC,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,General - Con,MA,Technician,Female,2171,White,Married,Fully Meets,5,3561,,2,1,5,2022-09-07,Technical Skills,External,Failed,Lake Johnstad,Samuel Lynch,5,445.04
Jean,Crimmings,2019-05-21,2023-01-05,Production Technician I,Stephen Rodriguez,jean.crimmings@bilearner.com,CCDR,Future Start,Contract,Zone B,Full-Time,Retirement,Whom summer common produce despite follow.,Production       ,Shop (Fleet),MA,Manager,Female,1821,Other,Single,Exceeds,2,3562,,2,1,3,2023-01-02,Project Management,External,Failed,West William,Jason Gallegos,3,808.05
